UG=CG.0 0.031914893617
UG=CG.1 0.0106382978723
UG=CG.2 0.0106382978723
UG=CG.3 0.0106382978723
UG=CG.4 0.0106382978723
UG=CG.5 0.117021276596
UG=CG.6 0.0212765957447
UG=CG.7 0.0106382978723
UG=CG.8 0.0106382978723
UG=CG.9 0.031914893617
UG=CG.10 0.0106382978723
UG=CG.11 0.0106382978723
UG=CG.12 0.0106382978723
UG=CG.13 0.0212765957447
UG=CG.14 0.0106382978723
UG=CG.15 0.0212765957447
UG=CG.16 0.0212765957447
UG=CG.17 0.0212765957447
UG=CG.18 0.0106382978723
UG=CG.19 0.031914893617
UG=CG.20 0.0531914893617
UG=CG.21 0.0212765957447
UG=CG.22 0.0106382978723
UG=CG.23 0.0106382978723
UG=CG.24 0.0425531914894
UG=CG.25 0.0106382978723
UG=CG.26 0.0106382978723
UG=CG.27 0.0106382978723
UG=CG.28 0.0106382978723
UG=CG.29 0.0106382978723
UG=CG.30 0.0106382978723
UG=CG.31 0.0212765957447
UG=CG.32 0.031914893617
UG=CG.33 0.0106382978723
UG=CG.34 0.0106382978723
UG=CG.35 0.0212765957447
UG=CG.36 0.0106382978723
UG=CG.37 0.0106382978723
UG=CG.38 0.0106382978723
UG=CG.39 0.0106382978723
UG=CG.40 0.0212765957447
UG=CG.41 0.0106382978723
UG=CG.42 0.0106382978723
UG=CG.43 0.031914893617
UG=CG.44 0.0106382978723
UG=CG.45 0.0106382978723
UG=CG.46 0.0212765957447
UG=CG.47 0.0212765957447
UG=CG.48 0.0106382978723
UG=CG.49 0.0106382978723
UG=CG.50 0.0106382978723
UG=CG.51 0.0106382978723
UG=CG.52 0.0212765957447
UG=CG.53 0.0106382978723
UG=CG.54 0.0106382978723
